State,State Code,Year,Year Code,Births
Pennsylvania,42,2008,2008,149273
Pennsylvania,42,2009,2009,146434
Pennsylvania,42,2010,2010,143321
Pennsylvania,42,2011,2011,143178
Pennsylvania,42,2012,2012,142514
Pennsylvania,42,2013,2013,140921
Pennsylvania,42,2014,2014,142268
Pennsylvania,42,2015,2015,141047
Pennsylvania,42,2016,2016,139409
Pennsylvania,42,2017,2017,137745
Rhode Island,44,2007,2007,12376
Rhode Island,44,2008,2008,12048
Rhode Island,44,2009,2009,11442
Rhode Island,44,2010,2010,11177
Rhode Island,44,2011,2011,10960
Rhode Island,44,2012,2012,10926
Rhode Island,44,2013,2013,10809
Rhode Island,44,2014,2014,10823
Rhode Island,44,2015,2015,10993
Rhode Island,44,2016,2016,10798
Rhode Island,44,2017,2017,10638
South Carolina,45,2007,2007,62875
South Carolina,45,2008,2008,63071
South Carolina,45,2009,2009,60620
South Carolina,45,2010,2010,58342
South Carolina,45,2011,2011,57393
South Carolina,45,2012,2012,57155
South Carolina,45,2013,2013,56795
South Carolina,45,2014,2014,57627
South Carolina,45,2015,2015,58139
South Carolina,45,2016,2016,57342
South Carolina,45,2017,2017,57029
South Dakota,46,2007,2007,12261
South Dakota,46,2008,2008,12071
South Dakota,46,2009,2009,11934
South Dakota,46,2010,2010,11811
South Dakota,46,2011,2011,11846
South Dakota,46,2012,2012,12104
South Dakota,46,2013,2013,12248
South Dakota,46,2014,2014,12283
South Dakota,46,2015,2015,12336
South Dakota,46,2016,2016,12275
South Dakota,46,2017,2017,12134
Tennessee,47,2007,2007,86711
Tennessee,47,2008,2008,85560
Tennessee,47,2009,2009,82211
Tennessee,47,2010,2010,79495
Tennessee,47,2011,2011,79588
Tennessee,47,2012,2012,80371
Tennessee,47,2013,2013,79992
Tennessee,47,2014,2014,81602
Tennessee,47,2015,2015,81685
Tennessee,47,2016,2016,80807
Tennessee,47,2017,2017,81016
Texas,48,2007,2007,407625
Texas,48,2008,2008,405554
Texas,48,2009,2009,401977
Texas,48,2010,2010,386118
Texas,48,2011,2011,377445
Texas,48,2012,2012,382727
Texas,48,2013,2013,387340
Texas,48,2014,2014,399766
Texas,48,2015,2015,403618
Texas,48,2016,2016,398047
Texas,48,2017,2017,382050
Utah,49,2007,2007,55130
Utah,49,2008,2008,55634
Utah,49,2009,2009,53887
Utah,49,2010,2010,52258
Utah,49,2011,2011,51223
Utah,49,2012,2012,51465
Utah,49,2013,2013,50957
Utah,49,2014,2014,51154
Utah,49,2015,2015,50778
Utah,49,2016,2016,50464
Utah,49,2017,2017,48585
Vermont,50,2007,2007,6513
Vermont,50,2008,2008,6339
Vermont,50,2009,2009,6110
Vermont,50,2010,2010,6223
Vermont,50,2011,2011,6078
Vermont,50,2012,2012,6009
Vermont,50,2013,2013,5975
Vermont,50,2014,2014,6130
Vermont,50,2015,2015,5903
Vermont,50,2016,2016,5756
Vermont,50,2017,2017,5655
Virginia,51,2007,2007,108884
Virginia,51,2008,2008,106686
Virginia,51,2009,2009,105059
Virginia,51,2010,2010,103002
Virginia,51,2011,2011,102652
Virginia,51,2012,2012,103013
Virginia,51,2013,2013,102147
Virginia,51,2014,2014,103300
Virginia,51,2015,2015,103303
Virginia,51,2016,2016,102460
Virginia,51,2017,2017,100391
Washington,53,2007,2007,88978
Washington,53,2008,2008,90321
Washington,53,2009,2009,89313
Washington,53,2010,2010,86539
Washington,53,2011,2011,86976
Washington,53,2012,2012,87463
Washington,53,2013,2013,86577
Washington,53,2014,2014,88585
Washington,53,2015,2015,88990
Washington,53,2016,2016,90505
Washington,53,2017,2017,87562
West Virginia,54,2007,2007,21994
West Virginia,54,2008,2008,21501
West Virginia,54,2009,2009,21268
West Virginia,54,2010,2010,20470
West Virginia,54,2011,2011,20717
West Virginia,54,2012,2012,20827
West Virginia,54,2013,2013,20825
West Virginia,54,2014,2014,20301
West Virginia,54,2015,2015,19805
West Virginia,54,2016,2016,19079
West Virginia,54,2017,2017,18675
Wisconsin,55,2007,2007,72784
Wisconsin,55,2008,2008,72261
Wisconsin,55,2009,2009,70843
Wisconsin,55,2010,2010,68487
Wisconsin,55,2011,2011,67810
Wisconsin,55,2012,2012,67295
Wisconsin,55,2013,2013,66649
Wisconsin,55,2014,2014,67161
Wisconsin,55,2015,2015,67041
Wisconsin,55,2016,2016,66615
Wisconsin,55,2017,2017,64975
Wyoming,56,2007,2007,7893
Wyoming,56,2008,2008,8038
Wyoming,56,2009,2009,7881
Wyoming,56,2010,2010,7556
Wyoming,56,2011,2011,7399
Wyoming,56,2012,2012,7572
Wyoming,56,2013,2013,7644
Wyoming,56,2014,2014,7696
Wyoming,56,2015,2015,7765
Wyoming,56,2016,2016,7386
Wyoming,56,2017,2017,6903
