date,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Georgia,Hawaii,Illinois,Indiana,Iowa,Kentucky,Louisiana,Maryland,Massachusetts,Minnesota,Mississippi,Missouri,Montana,Nebraska,New Mexico,New York,North Carolina,Ohio,Oklahoma,Oregon,Pennsylvania,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Washington,West Virginia,Wisconsin
2013-03-30,-0.0586651393308566,0.38105281049651496,0.7238544604732905,0.5731348212730281,-0.013523187343063015,1.3975667810339845,1.3311764179954597,1.2325709643679397,1.2285213034636415,2.600709275725916,0.9058748663264666,0.676917138454401,0.7754861405036118,0.8837564774783551,1.1418489041189428,1.698377940165497,0.9000561912418398,1.754082541493381,0.04126252673317876,0.9438519179310421,0.5292409575004176,0.026258001182076107,1.4554531791917185,2.4103008263250745,0.7729640358547014,0.7474594676009231,-0.011937908078308412,0.9485258552229973,1.240081873877967,0.9263820939192775,1.0758768417566111,0.2644996760529914,0.45766453404610474,1.011943012682503,0.5915758663634763,1.1609713084393232,0.7469433408554291
2013-04-06,0.023059238730725795,0.4129697397989931,0.721362323640443,0.5615643601499383,0.07202182847691563,1.4072615007028537,1.3088644027470864,1.1535243950661171,1.2214284989869872,2.1806391237973686,0.866620038020456,0.6385501431811176,0.7436113956763288,0.8649761767289719,1.1270935468762442,1.552387030491669,0.9094053456187035,1.7610913711393903,0.10377962766980864,0.9549548713355797,0.5576769425121639,0.0477697390535865,1.4350280706647016,2.2501135691364014,0.751532318890932,0.7525948690139825,0.03617762888528553,0.9316063573066298,1.1458134410769596,0.9219155184427902,1.042255011107892,0.309340912628133,0.4921339794180444,1.010055956899634,0.5868361822831891,1.1179390901671262,0.7554279860144908
2013-04-13,0.11454548311630308,0.44218306637973837,0.7063956916936336,0.541530042217887,0.15575065756108142,1.3766233748593426,1.2722932692106914,1.0616016644514974,1.206146569558685,1.7684910576130526,0.8147353598438529,0.5878727765779526,0.7026078398253566,0.8357415091649583,1.095889177692574,1.4014465240622056,0.9021180236938005,1.7391367242121625,0.15031938351126173,0.9525803976402669,0.5809663169570669,0.06747970622352062,1.3931270630048185,2.061372764841654,0.7153839960244466,0.7487159134352981,0.08224558430305695,0.898357162303659,1.0368208306000501,0.9085965694225842,1.0032136736594688,0.3468450869690529,0.5189082948363604,0.9892037919532923,0.5767505936555004,1.0601987550528826,0.7401497203852718
2013-04-20,0.20806633785663253,0.4703633432306451,0.6960260077637253,0.526178687203986,0.23837292212628047,1.352376419785939,1.2330266829185201,0.9707307359190882,1.1827654418921076,1.5482741516541856,0.765966055515128,0.5337501142903804,0.6656318141164175,0.8081820843616494,1.0589901789654141,1.3005293892618472,0.885029438459457,1.7108337984050952,0.1957420600469082,0.9485467483536723,0.6018439530319877,0.08519942107830314,1.3491067565466328,1.8894321523888824,0.6804261562997611,0.7450104937329234,0.12013614924736116,0.8635432572219386,0.9341602629626238,0.890727566407592,0.9687268279509367,0.3850821899403669,0.5440431691622769,0.964307273659821,0.5683161381291317,1.0022040012068576,0.7221058697992191
2013-04-27,0.2983811873159352,0.49381321523111876,0.6745646941079768,0.5028374981780235,0.3146278790818966,1.292910417789956,1.17914982969392,0.8750385161710437,1.1524674089173301,1.366313597157511,0.7078958749921742,0.4716529198479442,0.6230320229598709,0.7709356442223838,1.00633273515757,1.1898198051751145,0.8519580750299554,1.649840701122323,0.2278190607017705,0.9304642535653926,0.6183261180004231,0.10198482309510748,1.2837473100477879,1.7035187928436444,0.6354158478772634,0.7311637667089819,0.15494140079330565,0.8148091832253794,0.8274223147331061,0.8655938700550769,0.9308088263563787,0.4132034449443993,0.5598180158021739,0.922008411216531,0.5530600508738761,0.93241183966735,0.686317903739023
2013-05-04,0.3766612202944746,0.5149013623757084,0.6581613535546067,0.4834523824860122,0.3885968280024381,1.2387149872590215,1.1253758179682127,0.7899733572320087,1.1170931326475273,1.2432964502917323,0.6553612517359386,0.40950848482580926,0.5824190695471323,0.7382963480604814,0.9501599926889046,1.098603367790876,0.8122963660010016,-4.702609686557783,0.2635561190768423,0.912956818463087,0.6319130395211525,0.117263446580254,1.217047162125957,1.5422199117795528,0.590198524495535,0.7176052281282732,0.1806492533856745,0.7680723286282536,0.7343636113153,0.838556285665857,0.8990850555197614,0.4421991046886835,0.5738290766878662,0.8799481159503626,0.5370309560807276,0.8658114600319362,0.6495888890314263
2013-05-11,0.43279939611890805,0.5287127092661956,0.6334178101254413,0.45675320841422407,0.45289509678512063,1.158295395951143,1.0588849861329364,0.7072160880276672,1.0784893967002547,1.1311705708850566,0.5976524818813287,0.3462611575593859,0.5393566934906158,0.6988979121677381,0.8819406976163189,1.0007118900683885,0.7619885747252055,-4.804341558183207,0.2884597737939669,0.8819974415402325,0.6430026289171926,0.13253929031487033,1.1318654594447215,1.380032823165003,0.5404397751515262,0.6935046909491103,0.20264107562823952,0.7127022014711657,0.6442460038844766,0.806753208364458,0.8656278097016812,0.45946758422154543,0.5782337363579968,0.8260187036459445,0.5143025547089777,0.7921781648895709,0.6023879959606879
2013-05-18,0.4672404172585578,0.5386010256756368,0.6148413510133679,0.43354813361090505,0.5143628304653527,1.0845618760311737,0.9971070765395016,0.640908381128275,1.0401432261049104,1.0380637259921797,0.5481450821114893,0.2878834159466279,0.4967068197452389,0.66764509527545,0.815171808549469,0.911819751712855,0.7125793834630805,-4.913663207106653,0.3180468460596022,0.8547220511798252,0.6512382781297896,0.14652307660038355,1.04798834584138,1.242229519927072,0.491615325025029,0.6706210804786488,0.2154482707149512,0.6641471327748023,0.5699759162867217,0.7753360922123647,0.8388613200177029,0.4782082352050483,0.5819305012863032,0.7785215519173214,0.49053118474372326,0.7254508444234131,0.5574214870769221
2013-05-25,0.4724849350319147,0.5391219825431126,0.592236388182517,0.4042698674167644,0.5644542220369586,0.996405256230527,0.9266307573794856,0.5797029456500118,1.004051439513891,0.9529945836571363,0.4971452552686242,0.23626212013268466,0.45464589187239746,0.6331679093069869,0.7427302872656785,0.8221739622473225,0.661174832616052,-5.050629415119248,0.3393863938538373,0.8167711752118765,0.6597315500524346,0.16165223136731033,0.951834647346008,1.1108065164111305,0.4439396729385554,0.6391789687031713,0.22481334529304542,0.6135026125914267,0.50125482427853,0.7414992709933894,0.8113602782796503,0.48496163085651744,0.5772835465910031,0.7260802946466156,0.461751462598166,0.6572382963092434,0.5094574768657179
2013-06-01,0.4609270433276569,0.5351815353541962,0.5773393232568393,0.3788021209288974,0.61241714818782,0.9172374304697068,0.8660169507301869,0.5359205558160165,0.9741507304533857,0.8761760049661098,0.4558919647788038,0.19372689514383445,0.412373891184747,0.6098759896166359,0.6781331018642864,0.738685534416053,0.618370923157596,-5.191408715778559,0.36492480995819765,0.7865431842337396,0.6658301727445135,0.17592871119324327,0.8617644966101816,0.9983294115996568,0.3989597264516016,0.6117136769967897,0.22649272339390203,0.5732902843129128,0.44730621312780006,0.710443596919857,0.7899453188667112,0.49455863942761047,0.5737693124398597,0.6851453852120852,0.43367573773762613,0.5987960119784124,0.4666831565140108
